Date,Open,High,Low,Close,Adj Close,Volume
2010-01-20,10719.69,10719.92,10517.3,10603.15,10603.15,203270000
2010-01-21,10603.91,10614.94,10374.69,10389.88,10389.88,304290000
2010-01-22,10389.58,10389.58,10157.64,10172.98,10172.98,323620000
2010-01-25,10175.1,10256.87,10171.77,10196.86,10196.86,215330000
2010-01-26,10195.35,10285.13,10155.6,10194.29,10194.29,217300000
2010-01-27,10194.29,10255.06,10104.36,10236.16,10236.16,262170000
2010-01-28,10236.92,10258.83,10055.08,10120.46,10120.46,240050000
2010-01-29,10122.04,10239.34,10043.75,10067.33,10067.33,316900000
2010-02-01,10068.99,10190.89,10068.91,10185.53,10185.53,198430000
2010-02-02,10186.13,10314.84,10173.59,10296.85,10296.85,237140000
2010-02-03,10291.73,10307.2,10231.93,10270.55,10270.55,198940000
2010-02-04,10273.12,10273.12,9998.03,10002.18,10002.18,304240000
2010-02-05,10003.69,10031.96,9835.09,10012.23,10012.23,308320000
2010-02-08,10005.43,10028.56,9904.09,9908.39,9908.39,216270000
2010-02-09,9910.28,10139.43,9910.06,10058.64,10058.64,236210000
2010-02-10,10055.46,10085.54,9962.96,10038.38,10038.38,178600000
2010-02-11,10037.85,10161.57,9976.71,10144.19,10144.19,194470000
2010-02-12,10137.23,10137.39,9983.82,10099.14,10099.14,296510000
2010-02-16,10100.81,10279.54,10100.81,10268.81,10268.81,234900000
2010-02-17,10261.48,10320.13,10261.48,10309.24,10309.24,193270000
2010-02-18,10309.39,10406.58,10294.51,10392.9,10392.9,185310000
2010-02-19,10387.77,10438.55,10339.17,10402.35,10402.35,241750000
2010-02-22,10402.43,10433.64,10368.95,10383.38,10383.38,158440000
2010-02-23,10383.16,10411.12,10267.83,10282.41,10282.41,190740000
2010-02-24,10284,10393.51,10283.93,10374.16,10374.16,181450000
2010-02-25,10366.6,10366.68,10185.83,10321.03,10321.03,242550000
2010-02-26,10321.41,10353.45,10272.29,10325.26,10325.26,282120000
2010-03-01,10326.1,10413.99,10326.1,10403.79,10403.79,173750000
2010-03-02,10404.16,10456.92,10389.43,10405.98,10405.98,217180000
2010-03-03,10406.28,10469.54,10376.58,10396.76,10396.76,183290000
2010-03-04,10396.53,10452.38,10390.86,10444.14,10444.14,165740000
2010-03-05,10445.13,10571.94,10445.05,10566.2,10566.2,184270000
2010-03-08,10563.78,10587.74,10542.39,10552.52,10552.52,171780000
2010-03-09,10552.24,10612.6,10533.93,10564.38,10564.38,219860000
2010-03-10,10560.13,10601.79,10526.52,10567.33,10567.33,186570000
2010-03-11,10560.98,10611.84,10507.17,10611.84,10611.84,150000000
2010-03-12,10611.77,10644.95,10594.84,10624.69,10624.69,166140000
2010-03-15,10623.41,10644.19,10570.51,10642.15,10642.15,160570000
2010-03-16,10642.53,10693.99,10621.9,10685.98,10685.98,227410000
2010-03-17,10686.36,10767.98,10686.36,10733.67,10733.67,194190000
2010-03-18,10733.44,10784,10728.15,10779.17,10779.17,153280000
2010-03-19,10780,10819.9,10694.22,10741.98,10741.98,434190000
2010-03-22,10741,10809.85,10695.13,10785.89,10785.89,157200000
2010-03-23,10787.18,10893.89,10784.76,10888.83,10888.83,189140000
2010-03-24,10887.62,10887.84,10825.42,10836.15,10836.15,195570000
2010-03-25,10837.51,10955.48,10834.19,10841.21,10841.21,200330000
2010-03-26,10841.29,10909.38,10816.43,10850.36,10850.36,175490000
2010-03-29,10849.23,10916.64,10849.23,10895.86,10895.86,136710000
2010-03-30,10895.02,10940.22,10866.83,10907.42,10907.42,148810000
2010-03-31,10907.34,10907.42,10832.83,10856.63,10856.63,197060000
2010-04-01,10857.31,10956.39,10857.31,10927.07,10927.07,159520000
2010-04-05,10927.45,10988.06,10923.97,10973.55,10973.55,139480000
2010-04-06,10972.49,10987.38,10927.52,10969.99,10969.99,159960000
2010-04-07,10961.95,10962.66,10845.45,10897.52,10897.52,187000000
2010-04-08,10896.99,10949.36,10844.09,10927.07,10927.07,158930000
2010-04-09,10926.92,11000.98,10926.92,10997.35,10997.35,150660000
2010-04-12,10996.75,11029.77,10992.21,11005.97,11005.97,153960000
2010-04-13,11006.72,11038.92,10947.77,11019.42,11019.42,183950000
2010-04-14,11020.7,11125.22,11020.63,11123.11,11123.11,223920000
2010-04-15,11122.96,11154.55,11096.2,11144.57,11144.57,203720000
2010-04-16,11143.66,11153.79,10973.92,11018.66,11018.66,373950000
2010-04-19,11018.36,11095.3,10977.85,11092.05,11092.05,214850000
2010-04-20,11093.11,11146.08,11081.47,11117.06,11117.06,175170000
2010-04-21,11116.91,11153.72,11071.34,11124.92,11124.92,188880000
2010-04-22,11119.78,11149.86,11016.4,11134.29,11134.29,214700000
2010-04-23,11132.18,11205.64,11105.65,11204.28,11204.28,207380000
2010-04-26,11205.11,11258.01,11187.65,11205.03,11205.03,191920000
2010-04-27,11203.67,11218.86,10973.17,10991.99,10991.99,263400000
2010-04-28,10988.87,11078.52,10965.38,11045.27,11045.27,236760000
2010-04-29,11045.64,11197.32,11041.64,11167.32,11167.32,194310000
2010-04-30,11168.23,11197.93,10999.69,11008.61,11008.61,255130000
2010-05-03,11009.6,11177.67,11009.6,11151.83,11151.83,178080000
2010-05-04,11149.48,11149.48,10869.25,10926.77,10926.77,242100000
2010-05-05,10918.4,10946.79,10814.84,10866.83,10866.83,218830000
2010-05-06,10868.12,10879.76,9869.62,10520.32,10520.32,459890000
2010-05-07,10519.42,10579.12,10241.23,10380.43,10380.43,428730000
2010-05-10,10386.18,10835.17,10386.03,10785.14,10785.14,313350000
2010-05-11,10780,10874.54,10685.38,10748.26,10748.26,223950000
2010-05-12,10742.15,10909.08,10742.15,10896.91,10896.91,196630000
2010-05-13,10896.61,10920.27,10771.69,10782.95,10782.95,201480000
2010-05-14,10780.68,10780.75,10537.25,10620.16,10620.16,256500000
2010-05-17,10616.98,10660.97,10436.06,10625.83,10625.83,221910000
2010-05-18,10625.45,10718.86,10482.2,10510.95,10510.95,246370000
2010-05-19,10505.7,10522.52,10324.66,10444.37,10444.37,266340000
2010-05-20,10440.21,10440.21,10065.36,10068.01,10068.01,360350000
2010-05-21,10063.93,10198.53,9918.82,10193.39,10193.39,438220000
2010-05-24,10193.46,10196.41,10052.67,10066.57,10066.57,211430000
2010-05-25,10061.43,10061.66,9774.48,10043.75,10043.75,316960000
2010-05-26,10045.11,10179.03,9952.68,9974.45,9974.45,316080000
2010-05-27,9971.73,10264.2,9971.73,10258.99,10258.99,264770000
2010-05-28,10258,10258,10095.9,10136.63,10136.63,243720000
2010-06-01,10133.94,10218.33,10013.9,10024.02,10024.02,221900000
2010-06-02,10025.61,10254.22,10025.61,10249.54,10249.54,200850000
2010-06-03,10250.67,10315.21,10175.02,10255.28,10255.28,176870000
2010-06-04,10249.61,10249.69,9889.88,9931.97,9931.97,256600000
2010-06-07,9931.75,9982.38,9810.3,9816.49,9816.49,222940000
2010-06-08,9812.94,9953.66,9757.55,9939.98,9939.98,259680000
2010-06-09,9941.57,10065.14,9867.73,9899.25,9899.25,222680000
2010-06-10,9901.67,10185.83,9901.67,10172.53,10172.53,221730000
2010-06-11,10166.78,10215.98,10082.71,10211.07,10211.07,187890000
2010-06-14,10211.83,10328.67,10186.21,10190.89,10190.89,177920000
2010-06-15,10192.4,10408.32,10192.4,10404.77,10404.77,203170000
2010-06-16,10404.24,10429.03,10332.6,10409.46,10409.46,165700000
2010-06-17,10409.98,10441.2,10319.22,10434.17,10434.17,181070000
2010-06-18,10435,10483.44,10424.49,10450.64,10450.64,338010000
2010-06-21,10452.46,10594.16,10395.55,10442.41,10442.41,165190000
2010-06-22,10441.95,10493.57,10283.4,10293.52,10293.52,175750000
2010-06-23,10293.3,10368.04,10227.24,10298.44,10298.44,195100000
2010-06-24,10297.08,10298.06,10128.85,10152.8,10152.8,244440000
2010-06-25,10153.48,10202.91,10081.08,10143.81,10143.81,434500000
2010-06-28,10143.05,10201.93,10101.41,10138.52,10138.52,164100000
2010-06-29,10135.72,10135.8,9811.92,9870.3,9870.3,290500000
2010-06-30,9868.34,9908.92,9753.84,9774.02,9774.02,235090000
2010-07-01,9773.27,9795.48,9621.89,9732.53,9732.53,262820000
2010-07-02,9732.53,9770.87,9614.32,9686.48,9686.48,199570000
2010-07-06,9686.48,9858.13,9659.01,9743.62,9743.62,261020000
2010-07-07,9743.62,10026.6,9736.7,10018.28,10018.28,219560000
2010-07-08,10019.26,10139.86,10019.26,10138.99,10138.99,192210000
2010-07-09,10138.99,10201.77,10118.41,10198.03,10198.03,134810000
2010-07-12,10199.24,10220.28,10146.49,10216.27,10216.27,131490000
2010-07-13,10217.55,10407.82,10217.55,10363.02,10363.02,179040000
2010-07-14,10370.96,10400.1,10303,10366.72,10366.72,208530000
2010-07-15,10367.1,10379.74,10240.48,10359.31,10359.31,210000000
2010-07-16,10356.2,10356.2,10079.58,10097.9,10097.9,335060000
2010-07-19,10098.12,10187.28,10073.68,10154.43,10154.43,176970000
2010-07-20,10151.48,10236.4,10007.76,10229.96,10229.96,194410000
2010-07-21,10226.02,10265.54,10065.5,10120.53,10120.53,203900000
2010-07-22,10121.81,10363.24,10121.81,10322.3,10322.3,202220000
2010-07-23,10321.16,10441.95,10287.48,10424.62,10424.62,200000000
2010-07-26,10424.17,10526.79,10414.4,10525.43,10525.43,178820000
2010-07-27,10525.28,10578.33,10494.86,10537.69,10537.69,180550000
2010-07-28,10537.01,10548.52,10463.22,10497.88,10497.88,162070000
2010-07-29,10498.94,10584.99,10387.39,10467.16,10467.16,202110000
2010-07-30,10465.19,10507.19,10347.5,10465.94,10465.94,208160000
2010-08-02,10468.82,10692.2,10468.59,10674.38,10674.38,167640000
2010-08-03,10673.92,10676.95,10600.96,10636.38,10636.38,164880000
2010-08-04,10630.2,10702.99,10627.53,10680.43,10680.43,173360000
2010-08-05,10679.67,10679.75,10612.85,10674.98,10674.98,139610000
2010-08-06,10668.55,10668.7,10515.37,10653.56,10653.56,154870000
2010-08-09,10654.62,10719.94,10649.4,10698.75,10698.75,166330000
2010-08-10,10696.63,10700.71,10551.62,10644.25,10644.25,203490000
2010-08-11,10631.82,10631.9,10367.33,10378.83,10378.83,219330000
2010-08-12,10361.58,10361.65,10268.71,10319.95,10319.95,221030000
2010-08-13,10320.33,10354.92,10285.44,10303.15,10303.15,151620000
2010-08-16,10303.07,10333.12,10209.53,10302.01,10302.01,146040000
2010-08-17,10297.63,10480.44,10297.47,10405.85,10405.85,191340000
2010-08-18,10398.59,10472.3,10330.02,10415.54,10415.54,168560000
2010-08-19,10411.15,10411.15,10216.19,10271.21,10271.21,227740000
2010-08-20,10270.98,10270.98,10147.24,10213.62,10213.62,251150000
2010-08-23,10215.51,10304.7,10170.29,10174.41,10174.41,173000000
2010-08-24,10173.05,10173.05,9991.18,10040.45,10040.45,223680000
2010-08-25,10040.15,10097.4,9937.98,10060.06,10060.06,183890000
2010-08-26,10059.9,10104.71,9968.1,9985.81,9985.81,176330000
2010-08-27,9982.18,10159.88,9936.62,10150.65,10150.65,207760000
2010-08-30,10145.58,10150.57,10007.68,10009.73,10009.73,150480000
2010-08-31,10006.42,10073.38,9941.84,10014.72,10014.72,255420000
2010-09-01,10016.01,10279.08,10016.01,10269.47,10269.47,205710000
2010-09-02,10270.08,10320.37,10253.96,10320.1,10320.1,149930000
2010-09-03,10321.92,10451.15,10321.84,10447.93,10447.93,168600000
2010-09-07,10446.8,10446.8,10332.4,10340.69,10340.69,149040000
2010-09-08,10338.49,10426.7,10335.69,10387.01,10387.01,166760000
2010-09-09,10388.14,10476.62,10386.63,10415.24,10415.24,163590000
2010-09-10,10415.01,10471.28,10403.17,10462.77,10462.77,140320000
2010-09-13,10458.6,10567.59,10458.6,10544.13,10544.13,190720000
2010-09-14,10544.73,10588.32,10499.7,10526.49,10526.49,192410000
2010-09-15,10526.42,10587.8,10480.78,10572.73,10572.73,167420000
2010-09-16,10571.75,10603.69,10522.48,10594.83,10594.83,170300000
2010-09-17,10595.55,10650.16,10567.36,10607.85,10607.85,367230000
2010-09-20,10608.08,10774.13,10608.08,10753.62,10753.62,157120000
2010-09-21,10753.39,10833.39,10717.74,10761.03,10761.03,186740000
2010-09-22,10761.11,10805.38,10708.4,10739.31,10739.31,168590000
2010-09-23,10738.48,10761.94,10640.92,10662.42,10662.42,156830000
2010-09-24,10664.39,10865.78,10664.31,10860.26,10860.26,179270000
2010-09-27,10860.03,10873.2,10809.62,10812.04,10812.04,143910000
2010-09-28,10809.17,10886.21,10728.64,10858.14,10858.14,167110000
2010-09-29,10857.98,10869.26,10798.88,10835.28,10835.28,158830000
2010-09-30,10836.04,10948.88,10745.44,10788.05,10788.05,214540000
2010-10-01,10789.72,10866.54,10780.64,10829.68,10829.68,161890000
2010-10-04,10828.85,10853.71,10711.12,10751.27,10751.27,160370000
2010-10-05,10752.78,10965.61,10752.63,10944.72,10944.72,216240000
2010-10-06,10936.79,10974.16,10918.57,10967.65,10967.65,163440000
2010-10-07,10968.41,10998.53,10892.76,10948.58,10948.58,141920000
2010-10-08,10948.5,11032.17,10929.28,11006.48,11006.48,152280000
2010-10-11,11006.93,11030.5,10977.9,11010.34,11010.34,114830000
2010-10-12,11010.79,11053.21,10913.84,11020.4,11020.4,155150000
2010-10-13,11022.82,11155.23,11022.07,11096.08,11096.08,224920000
2010-10-14,11096.99,11112.2,11023.54,11094.57,11094.57,196170000
2010-10-15,11096.01,11141.19,11010.68,11062.78,11062.78,319210000
2010-10-18,11062.63,11159.05,11054.76,11143.69,11143.69,190290000
2010-10-19,11139.6,11139.6,10917.62,10978.62,10978.62,247640000
2010-10-20,10974.52,11152.88,10970.89,11107.97,11107.97,220140000
2010-10-21,11105.24,11213.54,11066.19,11146.57,11146.57,178060000
2010-10-22,11146.41,11159.05,11109.25,11132.56,11132.56,104570000
2010-10-25,11133.4,11247.6,11132.34,11164.05,11164.05,168110000
2010-10-26,11163.14,11184.82,11087,11169.46,11169.46,159040000
2010-10-27,11168.4,11168.4,11020.82,11126.28,11126.28,167080000
2010-10-28,11127.34,11179.34,11052.6,11113.95,11113.95,156250000
2010-10-29,11120.45,11131.01,11075.8,11118.49,11118.49,189650000
2010-11-01,11120.3,11244.27,11062.33,11124.62,11124.62,150130000
2010-11-02,11125.22,11219.52,11125.22,11188.72,11188.72,150390000
2010-11-03,11184.88,11226.64,11097.37,11215.13,11215.13,177580000
2010-11-04,11216.65,11440.37,11216.65,11434.84,11434.84,234680000
2010-11-05,11435.22,11451.53,11393.52,11444.08,11444.08,211670000
2010-11-08,11439.54,11439.61,11362.53,11406.84,11406.84,143990000
2010-11-09,11403.59,11421.14,11303.19,11346.75,11346.75,161910000
2010-11-10,11342.81,11366.16,11255.02,11357.04,11357.04,164170000
2010-11-11,11326.69,11326.77,11231.22,11283.1,11283.1,296660000
2010-11-12,11281.28,11283.7,11143.84,11192.58,11192.58,217650000
2010-11-15,11194.02,11280.9,11189.1,11201.97,11201.97,155660000
2010-11-16,11194.7,11194.7,10978.93,11023.5,11023.5,254570000
2010-11-17,11017.83,11042.16,10990.81,11007.88,11007.88,160250000
2010-11-18,11010.49,11199.69,11010.34,11181.23,11181.23,171770000
2010-11-19,11180.77,11206.17,11119.24,11203.55,11203.55,219400000
2010-11-22,11201.66,11206.05,11054.53,11178.58,11178.58,152850000
2010-11-23,11177.6,11180.17,10992.17,11036.37,11036.37,192820000
2010-11-24,11037.35,11195.99,11037.35,11187.28,11187.28,138280000
2010-11-26,11183.5,11183.5,11067.17,11091.87,11091.87,68400000
2010-11-29,11083.75,11083.82,10929.28,11052.49,11052.49,151530000
2010-11-30,11049.72,11062.63,10942.98,11006.02,11006.02,233770000
2010-12-01,11007.23,11276.1,11007.23,11255.78,11255.78,202520000
2010-12-02,11255.93,11373.8,11255.85,11362.41,11362.41,212090000
2010-12-03,11361.88,11388.87,11318.82,11382.09,11382.09,149440000
2010-12-06,11381.33,11392.08,11350.27,11362.19,11362.19,122240000
2010-12-07,11363.85,11450.89,11354.09,11359.16,11359.16,175720000
2010-12-08,11354.45,11389.09,11327.49,11372.48,11372.48,152510000
2010-12-09,11370.44,11413.35,11331.5,11370.06,11370.06,167970000
2010-12-10,11370.06,11413.69,11357.72,11410.32,11410.32,151820000
2010-12-13,11406.16,11480.03,11405.33,11428.56,11428.56,151190000
2010-12-14,11429.24,11514.08,11428.94,11476.54,11476.54,149860000
2010-12-15,11475.64,11519.04,11445.67,11457.47,11457.47,189670000
2010-12-16,11457.93,11514.84,11421.3,11499.25,11499.25,163040000
2010-12-17,11499.02,11503.18,11451,11491.91,11491.91,358300000
2010-12-20,11491.3,11517.07,11442.68,11478.13,11478.13,125360000
2010-12-21,11478.36,11549.12,11478.29,11533.16,11533.16,119420000
2010-12-22,11532.17,11566.99,11528.08,11559.49,11559.49,122040000
2010-12-23,11559.11,11580.84,11542.62,11573.49,11573.49,100840000
2010-12-27,11572.81,11573.19,11518.44,11555.03,11555.03,76820000
2010-12-28,11554.8,11591.13,11541.14,11575.54,11575.54,114100000
2010-12-29,11572.74,11625,11572.66,11585.38,11585.38,77800000
2010-12-30,11585.38,11594.38,11551.93,11569.71,11569.71,76820000
2010-12-31,11569.33,11597.41,11530.32,11577.51,11577.51,93330000
2011-01-03,11577.43,11711.47,11577.35,11670.75,11670.75,203420000
2011-01-04,11670.9,11698.22,11635.74,11691.18,11691.18,178630000
2011-01-05,11688.61,11742.68,11652.89,11722.89,11722.89,169990000
2011-01-06,11716.93,11736.74,11667.46,11697.31,11697.31,193080000
2011-01-07,11696.86,11726.94,11599.68,11674.76,11674.76,188720000
2011-01-10,11672.34,11677.33,11573.87,11637.45,11637.45,150340000
2011-01-11,11638.51,11704.12,11635.48,11671.88,11671.88,157440000
2011-01-12,11673.62,11782.23,11673.62,11755.44,11755.44,144960000
2011-01-13,11753.7,11757.25,11700.53,11731.9,11731.9,161660000
2011-01-14,11732.13,11794.15,11698.83,11787.38,11787.38,200770000
2011-01-18,11783.82,11858.78,11777.99,11837.93,11837.93,203390000
2011-01-19,11834.21,11861.24,11798.46,11825.29,11825.29,166250000
2011-01-20,11823.7,11845.16,11744.77,11822.8,11822.8,180800000
2011-01-21,11822.95,11905.48,11822.8,11871.84,11871.84,249480000
2011-01-24,11873.43,11982.94,11867.98,11980.52,11980.52,184000000
2011-01-25,11980.52,11985.97,11898.74,11977.19,11977.19,191950000
2011-01-26,11978.85,12020.52,11961.83,11985.44,11985.44,168320000
2011-01-27,11985.36,12019.53,11971.93,11989.83,11989.83,167770000
2011-01-28,11990.36,12012.42,11803.04,11823.7,11823.7,214170000
2011-01-31,11824.39,11891.93,11817.88,11891.93,11891.93,206580000
2011-02-01,11892.5,12050.75,11892.5,12040.16,12040.16,180890000
2011-02-02,12038.27,12057.91,12018.51,12041.97,12041.97,143440000
2011-02-03,12040.68,12080.54,11981.05,12062.26,12062.26,143710000
2011-02-04,12061.73,12092.42,12025.78,12092.15,12092.15,121780000
2011-02-07,12092.38,12188.76,12092.3,12161.63,12161.63,132960000
2011-02-08,12152.7,12238.79,12150.05,12233.15,12233.15,126650000
2011-02-09,12229.29,12254.23,12188.19,12239.89,12239.89,162910000
2011-02-10,12239.66,12239.66,12156.94,12229.29,12229.29,274440000
2011-02-11,12227.78,12285.94,12180.48,12273.26,12273.26,184290000
2011-02-14,12266.83,12276.21,12235.91,12268.19,12268.19,146350000
2011-02-15,12266.75,12267.66,12193.27,12226.64,12226.64,142580000
2011-02-16,12219.79,12303.16,12219.79,12288.17,12288.17,146270000
2011-02-17,12287.72,12331.31,12253.24,12318.14,12318.14,130860000
2011-02-18,12318.67,12391.29,12303.23,12391.25,12391.25,230040000
2011-02-22,12389.74,12389.82,12176.31,12212.79,12212.79,201860000
2011-02-23,12211.81,12221.12,12063.43,12105.78,12105.78,213490000
2011-02-24,12104.56,12129.62,11983.17,12068.5,12068.5,190860000
2011-02-25,12060.93,12151.03,12060.93,12130.45,12130.45,147540000
2011-02-28,12130.45,12235.04,12130.15,12226.34,12226.34,199560000
2011-03-01,12226.49,12261.38,12054.99,12058.02,12058.02,183240000
2011-03-02,12057.34,12115.12,12018.63,12066.8,12066.8,147270000
2011-03-03,12068.01,12283.1,12068.01,12258.2,12258.2,157840000
2011-03-04,12258.88,12271.37,12079.51,12169.88,12169.88,166700000
2011-03-07,12171.09,12243.44,12041.6,12090.03,12090.03,176200000
2011-03-08,12085.87,12251.2,12072.21,12214.38,12214.38,158610000
2011-03-09,12211.16,12257.82,12156.6,12213.09,12213.09,128360000
2011-03-10,12211.43,12211.43,11974.39,11984.61,11984.61,180660000
2011-03-11,11976.96,12087.01,11936.32,12044.4,12044.4,143670000
2011-03-14,12042.13,12042.13,11897.31,11993.16,11993.16,163000000
2011-03-15,11988.69,11988.69,11696.25,11855.42,11855.42,221930000
2011-03-16,11854.2,11856.7,11555.48,11613.3,11613.3,254070000
2011-03-17,11614.89,11800.54,11614.82,11774.59,11774.59,182260000
2011-03-18,11777.23,11927.09,11777.23,11858.52,11858.52,355050000
2011-03-21,11860.11,12078.3,11860.11,12036.53,12036.53,143390000
2011-03-22,12036.37,12050.98,12002.85,12018.63,12018.63,115660000
2011-03-23,12018.4,12116.14,11972.61,12086.02,12086.02,133940000
2011-03-24,12087.54,12191.18,12087.54,12170.56,12170.56,131610000
2011-03-25,12170.71,12259.79,12170.71,12220.59,12220.59,129790000
2011-03-28,12221.19,12272.92,12197.88,12197.88,12197.88,123070000
2011-03-29,12194.48,12285.41,12173.51,12279.01,12279.01,129030000
2011-03-30,12280.07,12383.46,12280.07,12350.61,12350.61,140340000
2011-03-31,12350.76,12381.68,12319.01,12319.73,12319.73,186140000
2011-04-01,12321.02,12419.71,12321.02,12376.72,12376.72,147600000
2011-04-04,12374.6,12407.41,12369.15,12400.03,12400.03,114660000
2011-04-05,12402.08,12438.14,12353.34,12393.9,12393.9,142340000
2011-04-06,12386.66,12450.93,12386.66,12426.75,12426.75,182350000
2011-04-07,12426.45,12440.56,12328.36,12409.49,12409.49,158590000
2011-04-08,12409.87,12450.36,12320.72,12380.05,12380.05,122820000
2011-04-11,12380.43,12444,12352.88,12381.11,12381.11,109950000
2011-04-12,12381.19,12381.19,12233,12263.58,12263.58,137260000
2011-04-13,12263.65,12335.1,12224.45,12270.99,12270.99,118950000
2011-04-14,12270.24,12305.58,12163.86,12285.15,12285.15,140670000
2011-04-15,12285.45,12369.27,12272.58,12341.83,12341.83,234710000
2011-04-18,12339.71,12339.79,12093.89,12201.59,12201.59,190220000
2011-04-19,12201.44,12275.34,12200.3,12266.75,12266.75,149870000
2011-04-20,12266.75,12475.53,12263.58,12453.54,12453.54,203900000
2011-04-21,12453.62,12506.06,12447.56,12505.99,12505.99,166630000
2011-04-25,12505.99,12506.22,12446.05,12479.88,12479.88,128660000
2011-04-26,12480.86,12613.16,12478.14,12595.37,12595.37,183980000
2011-04-27,12592.23,12708.37,12588.33,12690.96,12690.96,160550000
2011-04-28,12689.9,12776.14,12674.54,12763.31,12763.31,148760000
2011-04-29,12763.46,12832.83,12751.13,12810.54,12810.54,378620000
2011-05-02,12810.16,12876,12784.62,12807.36,12807.36,150960000
2011-05-03,12806.38,12840.66,12749.99,12807.51,12807.51,191510000
2011-05-04,12806.29,12806.68,12673.02,12723.58,12723.58,193720000
2011-05-05,12723.65,12724.56,12521.28,12584.17,12584.17,176950000
2011-05-06,12580.76,12759.23,12579.93,12638.74,12638.74,168320000
2011-05-09,12637.83,12722.07,12620.2,12684.68,12684.68,133940000
2011-05-10,12685.13,12781.06,12681.65,12760.36,12760.36,156000000
2011-05-11,12745.87,12748.21,12577.21,12630.03,12630.03,200680000
2011-05-12,12629.96,12718.58,12537.17,12695.92,12695.92,216510000
2011-05-13,12695.65,12714.5,12543.19,12595.75,12595.75,169940000
2011-05-16,12594.77,12642.9,12530.81,12548.37,12548.37,192310000
2011-05-17,12541.33,12541.33,12378.84,12479.58,12479.58,192830000
2011-05-18,12471.78,12571.15,12443.1,12560.18,12560.18,175120000
2011-05-19,12561.46,12633.59,12533.46,12605.32,12605.32,158470000
2011-05-20,12604.72,12604.83,12485.86,12512.04,12512.04,174980000
2011-05-23,12511.36,12511.36,12331.77,12381.26,12381.26,150720000
2011-05-24,12381.57,12422.55,12350.04,12356.21,12356.21,145920000
2011-05-25,12355.45,12440.03,12309.52,12394.66,12394.66,145750000
2011-05-26,12391.63,12441.58,12317.92,12402.76,12402.76,149070000
2011-05-27,12398.06,12483.81,12397.69,12441.58,12441.58,126030000
2011-05-31,12443.4,12574.29,12443.4,12569.79,12569.79,208290000
2011-06-01,12569.41,12569.49,12282.42,12290.14,12290.14,183020000
2011-06-02,12289.61,12306.71,12190.54,12248.55,12248.55,156370000
2011-06-03,12247.8,12247.87,12104.03,12151.26,12151.26,157740000
2011-06-06,12151.19,12151.49,12070.66,12089.96,12089.96,166600000
2011-06-07,12090.18,12178.89,12066.61,12070.81,12070.81,162610000
2011-06-08,12066.27,12098.36,12024.26,12048.94,12048.94,156870000
2011-06-09,12049.47,12183.12,12049.09,12124.36,12124.36,149700000
2011-06-10,12124.17,12124.85,11937.42,11951.91,11951.91,178310000
2011-06-13,11945.33,12011.66,11917.78,11952.97,11952.97,153370000
2011-06-14,11951.38,12120.8,11951.38,12076.11,12076.11,159620000
2011-06-15,12075.12,12075.2,11862.53,11897.27,11897.27,182500000
2011-06-16,11896.13,11990.02,11875.77,11961.52,11961.52,189500000
2011-06-17,11962.66,12072.89,11962.51,12004.36,12004.36,342010000
2011-06-20,12004.28,12099.87,11971.29,12080.38,12080.38,127250000
2011-06-21,12081.33,12217.33,12081.18,12190.01,12190.01,147570000
2011-06-22,12189.71,12207.99,12105.85,12109.67,12109.67,125330000
2011-06-23,12108.35,12108.73,11874.94,12050,12050,206760000
2011-06-24,12049.24,12057.19,11925.42,11934.58,11934.58,279660000
2011-06-27,11934.66,12098.81,11934.05,12043.56,12043.56,177920000
2011-06-28,12043.56,12190.43,12042.28,12188.69,12188.69,135050000
2011-06-29,12187.63,12284.39,12175.86,12261.42,12261.42,158720000
2011-06-30,12262.25,12427.09,12262.1,12414.34,12414.34,179980000
2011-07-01,12414.34,12596.13,12404.08,12582.77,12582.77,141870000
2011-07-05,12569.87,12601.8,12540.58,12569.87,12569.87,123000000
2011-07-06,12562.47,12643.24,12539.21,12626.02,12626.02,132330000
2011-07-07,12627.23,12753.89,12627.23,12719.49,12719.49,153740000
2011-07-08,12717.9,12717.9,12567.41,12657.2,12657.2,131150000
2011-07-11,12655.62,12655.84,12470.3,12505.76,12505.76,133250000
2011-07-12,12505.54,12570.58,12446.88,12446.88,12446.88,162640000
2011-07-13,12447.33,12611.04,12447.33,12491.61,12491.61,139970000
2011-07-14,12491.53,12581.98,12414.41,12437.12,12437.12,140810000
2011-07-15,12437.12,12504.82,12406.09,12479.73,12479.73,215420000
2011-07-18,12475.11,12475.26,12296.23,12385.16,12385.16,148950000
2011-07-19,12386.03,12607.56,12385.96,12587.42,12587.42,167550000
2011-07-20,12583.68,12603.51,12546.56,12571.91,12571.91,140340000
2011-07-21,12567.07,12751.43,12566.61,12724.41,12724.41,188410000
2011-07-22,12724.71,12740.87,12644.19,12681.16,12681.16,136760000
2011-07-25,12679.72,12679.95,12536.19,12592.8,12592.8,128760000
2011-07-26,12592.12,12593.4,12489.04,12501.3,12501.3,145140000
2011-07-27,12498.42,12498.65,12289.69,12302.55,12302.55,182770000
2011-07-28,12301.72,12384.9,12226.83,12240.11,12240.11,148710000
2011-07-29,12239.36,12243.07,12083.45,12143.24,12143.24,230910000
2011-08-01,12144.22,12282.42,11998.08,12132.49,12132.49,182820000
2011-08-02,12129.77,12130.3,11865.56,11866.62,11866.62,207060000
2011-08-03,11863.74,11904.91,11700.34,11896.44,11896.44,198220000
